id	label	description	topic	url	totalName	pluralName
2	porc_de_hogares_con_hacinamiento	porc_de_hogares_con_hacinamiento	NA	NA	NA	NA	NA
3	porc_de_hogares_con_materialidad_aceptable	porc_de_hogares_con_materialidad_aceptable	NA	NA	NA	NA	NA
4	porc_de_hogares_con_saneamiento_aceptable	porc_de_hogares_con_saneamiento_aceptable	NA	NA	NA	NA	NA
5	porc_de_hogares_con_energia_electricidad	porc_de_hogares_con_energia_electricidad	NA	NA	NA	NA	NA
6	porc_de_hogares_con_sistema_eliminacion_de_excretas	porc_de_hogares_con_sistema_eliminacion_de_excretas	NA	NA	NA	NA	NA
7	porc_de_hogares_con_agua_dentro_de_la_vivienda	porc_de_hogares_con_agua_dentro_de_la_vivienda	NA	NA	NA	NA	NA
8	porc_de_hogares_propietarios	porc_de_hogares_propietarios	NA	NA	NA	NA	NA
9	porc_de_hogares_biparental	porc_de_hogares_biparental	NA	NA	NA	NA	NA
10	tasa_neta_de_educ_pre_escolar	tasa_neta_de_educ_pre_escolar	NA	NA	NA	NA	NA
11	tasa_neta_de_educ_basica	tasa_neta_de_educ_basica	NA	NA	NA	NA	NA
12	tasa_neta_de_educ_meday	tasa_neta_de_educ_media	NA	NA	NA	NA	NA
13	tasa_neta_de_educ_superior	tasa_neta_de_educ_superior	NA	NA	NA	NA	NA
14	tasa_bruta_de_educ_pre_escolar	tasa_bruta_de_educ_pre_escolar	NA	NA	NA	NA	NA
15	tasa_bruta_de_educ_basica	tasa_bruta_de_educ_basica	NA	NA	NA	NA	NA
16	tasa_bruta_de_educ_meday	tasa_bruta_de_educ_media	NA	NA	NA	NA	NA
17	tasa_bruta_de_educ_superior	tasa_bruta_de_educ_superior	NA	NA	NA	NA	NA
18	prom_de_escolaridad	prom_de_escolaridad	NA	NA	NA	NA	NA
19	tasa_de_analfabetismo	tasa_de_analfabetismo	NA	NA	NA	NA	NA
20	porc_de_asistencia_a_establecimiento_municipal	porc_de_asistencia_a_establecimiento_municipal	NA	NA	NA	NA	NA
21	porc_de_asistencia_a_establecimiento_educal	porc_de_asistencia_a_establecimiento_educal	NA	NA	NA	NA	NA
22	tasa_de_participacion	tasa_de_participacion	NA	NA	NA	NA	NA
23	tasa_de_desocupacion	tasa_de_desocupacion	NA	NA	NA	NA	NA
24	tasa_de_ocupacion	tasa_de_ocupacion	NA	NA	NA	NA	NA
25	tasa_de_inactividad	tasa_de_inactividad	NA	NA	NA	NA	NA
26	porc_trabajadores_con_contrato_trabajo	porc_trabajadores_con_contrato_trabajo	NA	NA	NA	NA	NA
27	porc_de_trabajadores_cotizando	porc_de_trabajadores_cotizando	NA	NA	NA	NA	NA
28	porc_de_trabajadores_asalariados	porc_de_trabajadores_asalariados	NA	NA	NA	NA	NA
29	porc_pob_de_0_a_4_years	porc_pob_de_0_a_4_agnos	NA	NA	NA	NA	NA
30	porc_de_pob_menor_de_18_years	porc_de_pob_menor_de_18_agnos	NA	NA	NA	NA	NA
31	porc_pob_joven	porc_pob_joven	NA	NA	NA	NA	NA
32	porc_pob_adulto_mayor	porc_pob_adulto_mayor	NA	NA	NA	NA	NA
33	prom_de_personas_por_hogar	prom_de_personas_por_hogar	NA	NA	NA	NA	NA
34	porc_de_pob_en_sistema_publico_de_salud	porc_de_pob_en_sistema_publico_de_salud	NA	NA	NA	NA	NA
35	porc_de_mujeres_que_se_han_realizado_el_pap	porc_de_mujeres_que_se_han_realizado_el_pap	NA	NA	NA	NA	NA
36	porc_de_menores_de_6_years_con_sobrepeso_u_obeso	porc_de_menores_de_6_agnos_con_sobrepeso_u_obeso	NA	NA	NA	NA	NA
37	porc_pob_pobre	porc_pob_pobre	NA	NA	NA	NA	NA
38	porc_hogares_pobres	porc_hogares_pobres	NA	NA	NA	NA	NA
39	porc_familias_pobres	porc_familias_pobres	NA	NA	NA	NA	NA
40	porc_pob_con_telefono_movil	porc_pob_con_telefono_movil	NA	NA	NA	NA	NA
41	porc_hogares_con_internet	porc_hogares_con_internet	NA	NA	NA	NA	NA
42	porc_hogares_con_computador	porc_hogares_con_computador	NA	NA	NA	NA	NA
43	porc_pob_que_pertenece_a_etnia	porc_pob_que_pertenece_a_etnia	NA	NA	NA	NA	NA
44	porc_pob_accede_a_computador	porc_pob_accede_a_computador	NA	NA	NA	NA	NA
45	porc_pob_accede_a_internet	porc_pob_accede_a_internet	NA	NA	NA	NA	NA
46	porc_de_pob_con_discapacidad	porc_de_pob_con_discapacidad	NA	NA	NA	NA	NA
47	prom_de_ingreso_autonomo_del_hogar	prom_de_ingreso_autonomo_del_hogar	NA	NA	NA	NA	NA
48	prom_ingreso_monetario_del_hogar	prom_ingreso_monetario_del_hogar	NA	NA	NA	NA	NA
49	prom_de_ingreso_ocupacion_principal_de_los_ocupados	prom_de_ingreso_ocupacion_principal_de_los_ocupados	NA	NA	NA	NA	NA
50	indice_de_gini__ingreso_autonomo_	indice_de_gini__ingreso_autonomo_	NA	NA	NA	NA	NA
51	indice_de_gini__ingreso_monetario_	indice_de_gini__ingreso_monetario_	NA	NA	NA	NA	NA
53	quintil	quintil	NA	NA	NA	NA	NA
100	sexo	sexo	NA	NA	NA	NA	NA
150	zona	zona	NA	NA	NA	NA	NA
259	region	region	NA	NA	NA	NA	NA
